path_in,path_cell,path_out,RESULT,ERR_MESSAGES
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-100_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-3.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-100_field-3.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-100_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-3.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-100_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-100_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-4.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-100_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-100_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-4.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-100_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-100_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-4.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-100_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-100_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-4.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-100_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-100_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-4.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-100_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-100_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-4.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-100_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-100_field-5.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-5.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-100_field-5.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-100_field-5.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-5.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-100_field-5.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-100_field-5.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-5.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-100_field-5.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-100_field-5.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-5.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-100_field-5.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-100_field-5.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-5.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-100_field-5.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-100_field-5.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-5.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-100_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-100_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-6.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-100_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-100_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-6.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-100_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-100_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-6.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-100_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-100_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-6.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-100_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-100_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-6.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-100_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-100_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-6.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-100_field-6.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-100_field-8.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-8.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-100_field-8.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-100_field-8.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-8.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-100_field-8.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-100_field-8.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-8.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-100_field-8.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-100_field-8.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-8.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-100_field-8.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-100_field-8.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-8.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-100_field-8.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-100_field-8.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-100_field-8.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-100_field-8.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-200_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-0.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-200_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-200_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-0.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-200_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-200_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-0.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-200_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-200_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-0.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-200_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-200_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-0.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-200_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-200_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-0.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-200_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-200_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-1.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-200_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-200_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-1.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-200_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-200_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-1.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-200_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-200_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-1.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-200_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-200_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-1.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-200_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-200_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-1.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-200_field-1.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-200_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-2.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-200_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-200_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-2.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-200_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-200_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-2.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-200_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-200_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-2.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-200_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-200_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-2.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-200_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-200_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-2.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-200_field-2.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-200_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-3.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-200_field-3.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-200_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-3.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-200_field-3.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-200_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-3.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-200_field-3.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-200_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-3.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-200_field-3.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-200_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-3.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-200_field-3.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-200_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-3.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-200_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-200_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-4.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-200_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-200_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-4.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-200_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-200_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-4.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-200_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-200_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-4.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-200_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-200_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-4.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-200_field-4.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-200_field-4.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-4.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-200_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-200_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-6.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-200_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-200_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-6.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-200_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-200_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-6.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-200_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-200_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-6.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-200_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-200_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-6.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-200_field-6.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-200_field-6.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-200_field-6.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-200_field-6.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-50_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-0.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-50_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-50_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-0.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-50_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-50_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-0.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-50_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-50_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-0.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-50_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-50_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-0.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-50_field-0.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-50_field-0.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-0.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-50_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-50_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-1.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-50_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-50_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-1.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-50_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-50_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-1.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-50_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-50_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-1.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-50_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-50_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-1.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-50_field-1.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-50_field-1.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-1.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-50_field-1.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-50_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-2.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-50_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-ER_EYrainbow_glu-50_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-2.tif,data\results\EYrainbow_glucose_largerBF\ER_EYrainbow_glu-50_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-golgi_EYrainbow_glu-50_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-2.tif,data\results\EYrainbow_glucose_largerBF\golgi_EYrainbow_glu-50_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-mitochondria_EYrainbow_glu-50_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-2.tif,data\results\EYrainbow_glucose_largerBF\mitochondria_EYrainbow_glu-50_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-LD_EYrainbow_glu-50_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-2.tif,data\results\EYrainbow_glucose_largerBF\LD_EYrainbow_glu-50_field-2.csv,True,
images\labelled\EYrainbow_glucose_largerBF\label-vacuole_EYrainbow_glu-50_field-2.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-2.tif,data\results\EYrainbow_glucose_largerBF\vacuole_EYrainbow_glu-50_field-2.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_glucose_largerBF\label-peroxisome_EYrainbow_glu-50_field-3.tiff,images\cell\EYrainbow_glucose_largerBF\binCell_EYrainbow_glu-50_field-3.tif,data\results\EYrainbow_glucose_largerBF\peroxisome_EYrainbow_glu-50_field-3.csv,True,
