organelle,index,segmented,average,standard_deviation
LD,103,306.0,264.1427,53.57055195450202
LD,105,131.0,114.1385,17.48705857913217
LD,108,175.0,167.68185,34.272658644719996
LD,109,177.0,115.1542,27.062753414240763
LD,112,201.0,175.8624,40.20700891934141
LD,113,95.0,79.17935,17.516423252978903
LD,115,75.0,60.2151,12.655083247059263
LD,116,109.0,87.069,15.360749949139853
LD,118,125.0,101.89095,20.45468792471545
LD,119,202.0,183.19045,31.13711095778637
LD,120,119.0,91.3971,24.74144319941745
LD,121,46.0,26.3363,7.225462082801348
LD,125,135.0,98.57395,12.81503536466053
